0.00, 0.00, 0.0
0.00, 0.01, 0.0
0.00, 0.02, 0.0
0.00, 0.03, 0.0
0.00, 0.04, 0.0
0.00, 0.05, 0.0
0.00, 0.06, 0.0004114285714285714
0.00, 0.07, 0.0
0.00, 0.08, 0.0
0.00, 0.09, 0.0
0.00, 0.10, 0.0
0.00, 0.11, 0.0
0.00, 0.12, 0.0
0.00, 0.13, 0.0006
0.00, 0.14, 0.0
0.00, 0.15, 0.0
0.00, 0.16, 0.0
0.00, 0.17, 0.0
0.00, 0.18, 0.0
0.00, 0.19, 0.0
0.00, 0.20, 0.0
0.00, 0.21, 0.0
0.00, 0.22, 0.0
0.00, 0.23, 0.0
0.00, 0.24, 0.0
0.00, 0.25, 0.0
0.00, 0.26, 0.0
0.01, 0.00, 0.0
0.01, 0.01, 0.0
0.01, 0.02, 0.0
0.01, 0.03, 0.0
0.01, 0.04, 0.0
0.01, 0.05, 0.0
0.01, 0.06, 0.0006594594594594595
0.01, 0.07, 0.0
0.01, 0.08, 0.0007
0.01, 0.09, 0.0
0.01, 0.10, 0.0
0.01, 0.11, 0.0
0.01, 0.12, 0.0
0.01, 0.13, 0.0
0.01, 0.14, 0.0004235294117647059
0.01, 0.15, 0.00044444444444444447
0.01, 0.16, 0.0
0.01, 0.17, 0.0
0.01, 0.18, 0.0
0.01, 0.19, 0.0
0.01, 0.20, 0.0
0.01, 0.21, 0.0004090909090909091
0.01, 0.22, 0.0
0.01, 0.23, 0.0
0.01, 0.24, 0.0
0.01, 0.25, 0.0
0.01, 0.26, 0.0
0.02, 0.00, 0.0
0.02, 0.01, 0.0
0.02, 0.02, 0.00105
0.02, 0.03, 0.0
0.02, 0.04, 0.0
0.02, 0.05, 0.0
0.02, 0.06, 0.00045714285714285713
0.02, 0.07, 0.00041600000000000003
0.02, 0.08, 0.0005666666666666667
0.02, 0.09, 0.0014444444444444444
0.02, 0.10, 0.0013181818181818182
0.02, 0.11, 0.0009290322580645161
0.02, 0.12, 0.0015333333333333334
0.02, 0.13, 0.0008888888888888889
0.02, 0.14, 0.0021866666666666666
0.02, 0.15, 0.0007902439024390244
0.02, 0.16, 0.0
0.02, 0.17, 0.0011818181818181819
0.02, 0.18, 0.0005333333333333333
0.02, 0.19, 0.0012206896551724138
0.02, 0.20, 0.001352
0.02, 0.21, 0.000656
0.02, 0.22, 0.001936
0.02, 0.23, 0.0011238095238095237
0.02, 0.24, 0.0014363636363636362
0.02, 0.25, 0.0009666666666666666
0.02, 0.26, 0.0009
0.03, 0.00, 0.0
0.03, 0.01, 0.0
0.03, 0.02, 0.0
0.03, 0.03, 0.001965714285714286
0.03, 0.04, 0.0016
0.03, 0.05, 0.00072
0.03, 0.06, 0.0006666666666666666
0.03, 0.07, 0.00229
0.03, 0.08, 0.0028
0.03, 0.09, 0.003836842105263158
0.03, 0.10, 0.001442622950819672
0.03, 0.11, 0.004940350877192982
0.03, 0.12, 0.0011253333333333334
0.03, 0.13, 0.0038328358208955223
0.03, 0.14, 0.004214876033057851
0.03, 0.15, 0.003676433121019108
0.03, 0.16, 0.0036635294117647057
0.03, 0.17, 0.004620689655172414
0.03, 0.18, 0.0021284671532846716
0.03, 0.19, 0.005745132743362832
0.03, 0.20, 0.0036352941176470586
0.03, 0.21, 0.00400625
0.03, 0.22, 0.004478125
0.03, 0.23, 0.005811764705882353
0.03, 0.24, 0.002755555555555556
0.03, 0.25, 0.004064705882352942
0.03, 0.26, 0.004527374301675977
0.04, 0.00, 0.0
0.04, 0.01, 0.0
0.04, 0.02, 0.0008266666666666667
0.04, 0.03, 0.0028869565217391306
0.04, 0.04, 0.0020095238095238096
0.04, 0.05, 0.003854237288135593
0.04, 0.06, 0.00281875
0.04, 0.07, 0.00777007874015748
