0.000, 0.25534949944382646
0.010, 0.25024694104560624
0.020, 0.24336284760845384
0.030, 0.238207786429366
0.040, 0.2301125695216908
0.050, 0.22458687430478308
0.060, 0.21763959955506115
0.070, 0.21030389321468296
0.080, 0.20668698553948833
0.090, 0.20170144605116797
0.100, 0.19444493882091213
0.110, 0.18811434927697443
0.120, 0.18368142380422692
0.130, 0.17505717463848722
0.140, 0.17042313681868743
0.150, 0.15642313681868744
0.160, 0.14892636262513903
0.170, 0.14630567296996663
0.180, 0.135959510567297
0.190, 0.13512035595105673
0.200, 0.12033192436040044
0.210, 0.11985406006674082
0.220, 0.1172
0.230, 0.09867853170189099
0.240, 0.08723915461624027
0.250, 0.05910878754171301
0.260, 0.06926540600667408
0.270, 0.05614816462736374
0.280, 0.04089432703003337
0.290, 0.024965072302558396
0.300, 0.02562046718576196
0.310, 0.016797575757575758
0.320, 0.023525695216907675
0.330, 0.014813793103448276
0.340, 0.011891370558375634
0.350, 0.010748760330578512
0.360, 0.008381395348837209
0.370, 0.007637681159420291
0.380, 0.006811764705882354
0.390, 0.008933333333333333
0.400, 0.0052
0.410, 0.007687741935483871
0.420, 0.0
0.430, 0.0
0.440, 0.0
0.450, 0.0
0.460, 0.0
0.470, 0.0
0.480, 0.0
0.500, 0.0
0.510, 0.0
0.520, 0.0
0.530, 0.0
0.540, 0.0
0.550, 0.0
0.560, 0.0
0.570, 0.0
0.580, 0.0
0.590, 0.0
0.600, 0.0
0.650, 0.0
0.700, 0.0
0.750, 0.0
0.800, 0.0
0.850, 0.0
0.900, 0.0
0.950, 0.0
1.000, 0.0
