0.000000, 0.000000, 0.000000
0.169900, 0.461100, 0.369000
0.083700, 0.502800, 0.413500
0.049900, 0.491700, 0.458400
0.034200, 0.466300, 0.499500
0.025000, 0.438900, 0.536100
0.023200, 0.404300, 0.572500
0.021900, 0.371500, 0.606600
0.022800, 0.342200, 0.635000
0.024400, 0.317900, 0.657700
0.025900, 0.291600, 0.682500
0.026700, 0.270900, 0.702400
0.026100, 0.250500, 0.723400
0.030100, 0.231800, 0.738100
0.033200, 0.214400, 0.752400
0.035600, 0.197500, 0.766900
0.038400, 0.186100, 0.775500
0.042100, 0.173200, 0.784700
0.046500, 0.160500, 0.793000
0.049000, 0.150800, 0.800200
0.052200, 0.140400, 0.807400
0.055500, 0.130700, 0.813800
0.058600, 0.122900, 0.818500
0.063800, 0.114100, 0.822100
0.067600, 0.107600, 0.824800
0.072100, 0.100600, 0.827300
0.078800, 0.091500, 0.829700
0.083900, 0.086200, 0.829900
0.089100, 0.079300, 0.831600
0.094400, 0.074900, 0.830700
0.099900, 0.071000, 0.829100
0.103800, 0.068400, 0.827800
0.108700, 0.064100, 0.827200
0.114200, 0.061400, 0.824400
0.120000, 0.058800, 0.821200
0.125900, 0.055700, 0.818400
0.132500, 0.053600, 0.813900
0.138100, 0.048600, 0.813300
0.144600, 0.044300, 0.811100
0.151400, 0.041800, 0.806800
0.158900, 0.040000, 0.801100
0.164700, 0.038000, 0.797300
0.170100, 0.036400, 0.793500
0.176200, 0.033200, 0.790600
0.182700, 0.031100, 0.786200
0.188300, 0.029900, 0.781800
0.194800, 0.027900, 0.777300
0.201400, 0.026600, 0.772000
0.207600, 0.025400, 0.767000
0.214000, 0.023900, 0.762100
0.219700, 0.022900, 0.757400
0.224600, 0.021600, 0.753800
0.232100, 0.020800, 0.747100
0.237200, 0.020600, 0.742200
0.242200, 0.020100, 0.737700
0.248400, 0.019700, 0.731900
0.254500, 0.018700, 0.726800
0.259300, 0.017900, 0.722800
0.266500, 0.015700, 0.717800
0.274500, 0.015000, 0.710500
0.280100, 0.013500, 0.706400
0.285900, 0.013100, 0.701000
0.292600, 0.011700, 0.695700
0.299000, 0.010800, 0.690200
0.306200, 0.010400, 0.683400
0.312000, 0.009600, 0.678400
0.317400, 0.008500, 0.674100
0.322100, 0.007900, 0.670000
0.327600, 0.007500, 0.664900
0.333700, 0.007100, 0.659200
0.339500, 0.006000, 0.654500
0.345400, 0.005600, 0.649000
0.351900, 0.005200, 0.642900
0.357400, 0.004400, 0.638200
0.363900, 0.004200, 0.631900
0.370900, 0.004100, 0.625000
0.376800, 0.003500, 0.619700
0.382600, 0.003100, 0.614300
0.388400, 0.003000, 0.608600
0.394000, 0.002800, 0.603200
0.399700, 0.002600, 0.597700
0.406600, 0.002600, 0.590800
0.412000, 0.002500, 0.585500
0.417400, 0.002200, 0.580400
0.424000, 0.002200, 0.573800
0.429400, 0.002300, 0.568300
0.435700, 0.002300, 0.562000
0.440900, 0.002200, 0.556900
0.446700, 0.001900, 0.551400
0.452700, 0.001700, 0.545600
0.457500, 0.001600, 0.540900
0.462500, 0.001500, 0.536000
0.467800, 0.001300, 0.530900
0.473500, 0.001100, 0.525400
0.478400, 0.000900, 0.520700
0.483600, 0.000900, 0.515500
0.489000, 0.000700, 0.510300
0.494200, 0.000500, 0.505300
0.499300, 0.000400, 0.500300
0.502600, 0.000500, 0.496900
0.507300, 0.000600, 0.492100
0.512200, 0.000600, 0.487200
0.517400, 0.000900, 0.481700
0.523000, 0.001000, 0.476000
0.527000, 0.002000, 0.471000
0.531100, 0.002600, 0.466300
0.536300, 0.003000, 0.460700
0.540400, 0.003200, 0.456400
0.543700, 0.003500, 0.452800
0.547700, 0.003100, 0.449200
0.552100, 0.002900, 0.445000
0.556500, 0.003000, 0.440500
0.559900, 0.003100, 0.437000
